kernel id, kernel mangled name, grid_dimX, grid_dimY, grid_dimZ, #blocks, block_dimX, block_dimY, block_dimZ, #threads, total_insts, total_reported_insts
kernel-1.trace, _Z5l1_bwPjS_PfS0_, 1, 1, 1, 1, 1024, 1, 1, 1024, 289664,289664
